timestamp,utilization_gpu_percent,memory_used_mib,memory_total_mib,temperature_c,power_w
2026/09/13 03:41:13.296, 97, 4463, 8188, 72, 54.07
2026/09/13 03:41:43.356, 96, 4421, 8188, 72, 56.67
2026/09/13 03:42:13.427, 98, 4473, 8188, 72, 54.45
2026/09/13 03:42:43.488, 97, 4469, 8188, 73, 55.47
2026/09/13 03:43:13.551, 98, 4471, 8188, 73, 56.21
2026/09/13 03:43:43.622, 96, 4467, 8188, 72, 57.51
2026/09/13 03:44:13.693, 98, 4485, 8188, 73, 56.59
2026/09/13 03:44:43.746, 96, 4485, 8188, 72, 55.92
2026/09/13 03:45:13.811, 80, 4487, 8188, 72, 54.34
2026/09/13 03:45:43.865, 100, 4473, 8188, 72, 54.72
2026/09/13 03:46:13.921, 94, 4487, 8188, 73, 62.99
2026/09/13 03:46:43.997, 96, 4487, 8188, 71, 44.88
2026/09/13 03:47:14.059, 88, 4489, 8188, 72, 57.13
2026/09/13 03:47:44.135, 98, 4459, 8188, 72, 52.52
2026/09/13 03:48:14.196, 63, 2301, 8188, 70, 27.39
2026/09/13 03:48:44.260, 98, 4473, 8188, 72, 51.05
2026/09/13 03:49:14.312, 96, 4473, 8188, 72, 53.85
2026/09/13 03:49:44.376, 98, 4467, 8188, 73, 64.24
2026/09/13 03:50:14.436, 89, 4469, 8188, 72, 54.51
2026/09/13 03:50:44.489, 98, 4455, 8188, 72, 55.98
2026/09/13 03:51:14.545, 98, 4469, 8188, 72, 54.24
2026/09/13 03:51:44.613, 99, 4453, 8188, 71, 49.25
2026/09/13 03:52:14.671, 96, 4463, 8188, 73, 56.75
2026/09/13 03:52:44.725, 99, 4491, 8188, 72, 58.38
2026/09/13 03:53:14.801, 0, 493, 8188, 66, 9.07
2026/09/13 03:53:44.873, 0, 273, 8188, 59, 1.52
2026/09/13 03:54:14.952, 76, 3127, 8188, 61, 50.56
2026/09/13 03:54:45.009, 72, 3879, 8188, 65, 50.85
2026/09/13 03:55:15.077, 97, 3879, 8188, 68, 50.01
2026/09/13 03:55:45.147, 96, 3879, 8188, 69, 46.67
2026/09/13 03:56:15.210, 97, 3879, 8188, 70, 47.85
2026/09/13 03:56:45.286, 95, 3879, 8188, 70, 49.85
2026/09/13 03:57:15.367, 97, 3879, 8188, 70, 43.34
2026/09/13 03:57:45.425, 95, 3879, 8188, 71, 51.10
2026/09/13 03:58:15.487, 96, 3879, 8188, 71, 49.53
2026/09/13 03:58:45.552, 95, 3879, 8188, 70, 36.02
2026/09/13 03:59:15.636, 61, 3879, 8188, 71, 49.03
2026/09/13 03:59:45.699, 96, 3879, 8188, 72, 54.51
2026/09/13 04:00:15.781, 95, 3879, 8188, 71, 50.79
2026/09/13 04:00:45.850, 96, 3879, 8188, 72, 48.20
2026/09/13 04:01:15.912, 96, 3879, 8188, 71, 52.48
2026/09/13 04:01:45.980, 73, 3879, 8188, 72, 57.99
2026/09/13 04:02:16.043, 96, 3879, 8188, 72, 63.43
2026/09/13 04:02:46.096, 99, 3879, 8188, 72, 52.54
2026/09/13 04:03:16.158, 97, 3879, 8188, 72, 41.81
2026/09/13 04:03:46.226, 95, 3879, 8188, 71, 46.74
2026/09/13 04:04:16.288, 95, 3879, 8188, 72, 47.29
2026/09/13 04:04:46.344, 98, 3879, 8188, 72, 48.27
2026/09/13 04:05:16.408, 98, 3879, 8188, 72, 49.72
2026/09/13 04:05:46.462, 95, 3879, 8188, 72, 54.30
2026/09/13 04:06:16.537, 95, 3879, 8188, 72, 46.62
2026/09/13 04:06:46.605, 96, 3879, 8188, 72, 51.80
2026/09/13 04:07:16.662, 98, 3879, 8188, 72, 51.32
2026/09/13 04:07:46.710, 94, 3879, 8188, 72, 51.03
2026/09/13 04:08:16.762, 77, 3879, 8188, 72, 47.02
2026/09/13 04:08:46.833, 71, 3879, 8188, 72, 44.72
2026/09/13 04:09:16.886, 99, 3879, 8188, 72, 49.01
2026/09/13 04:09:46.952, 94, 3879, 8188, 73, 56.43
2026/09/13 04:10:17.016, 24, 565, 8188, 67, 5.05
2026/09/13 04:10:47.076, 0, 273, 8188, 58, 1.86
2026/09/13 04:11:17.134, 0, 273, 8188, 54, 1.43
2026/09/13 04:11:47.193, 71, 4699, 8188, 66, 50.87
2026/09/13 04:12:17.246, 97, 4401, 8188, 69, 53.53
2026/09/13 04:12:47.308, 74, 4429, 8188, 70, 42.17
2026/09/13 04:13:17.370, 75, 4431, 8188, 69, 51.64
2026/09/13 04:13:47.446, 98, 4453, 8188, 71, 53.90
2026/09/13 04:14:17.519, 98, 4437, 8188, 71, 51.66
2026/09/13 04:14:47.582, 96, 4437, 8188, 71, 55.36
2026/09/13 04:15:17.645, 95, 4459, 8188, 72, 55.52
2026/09/13 04:15:47.700, 98, 4433, 8188, 72, 54.42
2026/09/13 04:16:17.754, 96, 1633, 8188, 71, 56.18
2026/09/13 04:16:47.812, 98, 4439, 8188, 72, 52.89
2026/09/13 04:17:17.907, 95, 4453, 8188, 72, 55.63
2026/09/13 04:17:47.961, 96, 4459, 8188, 72, 55.51
2026/09/13 04:18:18.025, 99, 4459, 8188, 72, 52.84
2026/09/13 04:18:48.114, 98, 4445, 8188, 72, 48.75
2026/09/13 04:19:18.177, 95, 4453, 8188, 72, 64.59
2026/09/13 04:19:48.251, 77, 4453, 8188, 72, 48.85
2026/09/13 04:20:18.304, 97, 4437, 8188, 72, 47.82
2026/09/13 04:20:48.362, 98, 4439, 8188, 73, 52.61
2026/09/13 04:21:18.457, 98, 4431, 8188, 71, 46.91
2026/09/13 04:21:48.534, 96, 4433, 8188, 73, 54.22
2026/09/13 04:22:18.597, 98, 4439, 8188, 73, 57.52
2026/09/13 04:22:48.658, 97, 4439, 8188, 71, 56.05
2026/09/13 04:23:18.723, 98, 4441, 8188, 73, 56.04
2026/09/13 04:23:48.776, 97, 4455, 8188, 73, 54.36
2026/09/13 04:24:18.834, 98, 4431, 8188, 73, 51.97
2026/09/13 04:24:48.899, 97, 4433, 8188, 71, 57.79
2026/09/13 04:25:18.958, 94, 4439, 8188, 73, 53.41
2026/09/13 04:25:49.022, 96, 4435, 8188, 72, 40.29
2026/09/13 04:26:19.089, 96, 4459, 8188, 73, 56.00
2026/09/13 04:26:49.146, 95, 4459, 8188, 73, 59.13
2026/09/13 04:27:19.206, 98, 4427, 8188, 73, 54.81
2026/09/13 04:27:49.270, 98, 4435, 8188, 73, 57.25
2026/09/13 04:28:19.330, 99, 4435, 8188, 73, 64.70
2026/09/13 04:28:49.383, 96, 4459, 8188, 72, 54.40
2026/09/13 04:29:19.442, 97, 4435, 8188, 72, 56.79
2026/09/13 04:29:49.515, 95, 4437, 8188, 72, 50.24
2026/09/13 04:30:19.571, 76, 4439, 8188, 72, 46.94
2026/09/13 04:30:49.624, 96, 4453, 8188, 72, 56.23
2026/09/13 04:31:19.687, 85, 4439, 8188, 72, 54.77
2026/09/13 04:31:49.752, 97, 4441, 8188, 73, 53.14
2026/09/13 04:32:19.831, 98, 4435, 8188, 73, 60.78
2026/09/13 04:32:49.890, 97, 4431, 8188, 73, 48.47
2026/09/13 04:33:19.943, 7, 2355, 8188, 70, 25.69
2026/09/13 04:33:50.002, 99, 4459, 8188, 73, 55.72
2026/09/13 04:34:20.059, 100, 4435, 8188, 73, 52.40
2026/09/13 04:34:50.115, 97, 4439, 8188, 73, 58.25
2026/09/13 04:35:20.182, 96, 4439, 8188, 72, 54.99
2026/09/13 04:35:50.247, 97, 4445, 8188, 71, 56.06
2026/09/13 04:36:20.333, 0, 245, 8188, 66, 14.18
2026/09/13 04:36:50.398, 0, 273, 8188, 58, 1.48
2026/09/13 04:37:20.450, 95, 3113, 8188, 63, 50.26
2026/09/13 04:37:50.510, 80, 3859, 8188, 66, 21.70
2026/09/13 04:38:20.568, 95, 3859, 8188, 69, 46.85
2026/09/13 04:38:50.633, 94, 3859, 8188, 70, 49.08
2026/09/13 04:39:20.699, 99, 3859, 8188, 70, 49.61
2026/09/13 04:39:50.775, 95, 3859, 8188, 70, 50.44
2026/09/13 04:40:20.845, 90, 3859, 8188, 70, 53.52
2026/09/13 04:40:50.947, 98, 3859, 8188, 70, 52.16
2026/09/13 04:41:21.010, 96, 3859, 8188, 70, 36.63
2026/09/13 04:41:51.108, 77, 3861, 8188, 71, 47.49
2026/09/13 04:42:21.176, 96, 3861, 8188, 72, 49.94
2026/09/13 04:42:51.238, 96, 3861, 8188, 72, 51.28
2026/09/13 04:43:21.306, 99, 3861, 8188, 72, 50.84
2026/09/13 04:43:51.373, 75, 3861, 8188, 72, 49.27
2026/09/13 04:44:21.457, 95, 3861, 8188, 72, 56.89
2026/09/13 04:44:51.528, 95, 3861, 8188, 72, 50.34
2026/09/13 04:45:21.611, 73, 3861, 8188, 74, 50.22
2026/09/13 04:45:51.688, 98, 3861, 8188, 72, 49.18
2026/09/13 04:46:21.741, 98, 3861, 8188, 72, 55.53
2026/09/13 04:46:51.802, 99, 3861, 8188, 72, 49.02
2026/09/13 04:47:21.881, 97, 3861, 8188, 72, 52.80
2026/09/13 04:47:51.948, 72, 3861, 8188, 72, 48.06
2026/09/13 04:48:22.006, 73, 3861, 8188, 72, 51.05
2026/09/13 04:48:52.060, 94, 3861, 8188, 72, 49.44
2026/09/13 04:49:22.120, 98, 3861, 8188, 72, 57.21
2026/09/13 04:49:52.201, 93, 3861, 8188, 72, 48.44
2026/09/13 04:50:22.250, 97, 3861, 8188, 73, 54.79
2026/09/13 04:50:52.319, 94, 3861, 8188, 72, 48.30
2026/09/13 04:51:22.384, 96, 3861, 8188, 73, 59.30
2026/09/13 04:51:52.437, 97, 3861, 8188, 72, 56.64
2026/09/13 04:52:22.513, 98, 3861, 8188, 72, 54.24
2026/09/13 04:52:52.580, 91, 3861, 8188, 71, 53.40
2026/09/13 04:53:22.632, 0, 273, 8188, 60, 1.52
2026/09/13 04:53:52.685, 0, 273, 8188, 55, 1.61
2026/09/13 04:54:22.745, 94, 4687, 8188, 66, 55.30
2026/09/13 04:54:52.809, 96, 4435, 8188, 66, 56.86
2026/09/13 04:55:22.867, 71, 4435, 8188, 69, 49.74
2026/09/13 04:55:52.926, 97, 4459, 8188, 70, 55.37
2026/09/13 04:56:22.991, 82, 4437, 8188, 71, 50.67
2026/09/13 04:56:53.056, 97, 4429, 8188, 71, 54.49
2026/09/13 04:57:23.125, 100, 4431, 8188, 71, 34.89
2026/09/13 04:57:53.206, 76, 4435, 8188, 71, 47.29
2026/09/13 04:58:23.275, 97, 4439, 8188, 72, 52.99
2026/09/13 04:58:53.352, 97, 3823, 8188, 72, 57.18
2026/09/13 04:59:23.415, 100, 4433, 8188, 71, 53.43
2026/09/13 04:59:53.490, 98, 4441, 8188, 72, 50.43
2026/09/13 05:00:23.566, 99, 4401, 8188, 72, 46.81
2026/09/13 05:00:53.636, 97, 4401, 8188, 71, 54.86
2026/09/13 05:01:23.705, 96, 4439, 8188, 72, 55.88
2026/09/13 05:01:53.767, 97, 4453, 8188, 73, 57.19
2026/09/13 05:02:23.834, 0, 1213, 8188, 69, 25.26
2026/09/13 05:02:53.923, 96, 4451, 8188, 72, 54.51
2026/09/13 05:03:23.992, 97, 4447, 8188, 72, 56.09
2026/09/13 05:03:54.044, 99, 4453, 8188, 71, 52.81
2026/09/13 05:04:24.109, 97, 4453, 8188, 72, 54.75
2026/09/13 05:04:54.180, 96, 4441, 8188, 72, 55.98
2026/09/13 05:05:24.240, 96, 4453, 8188, 72, 55.64
2026/09/13 05:05:54.304, 0, 963, 8188, 70, 46.26
2026/09/13 05:06:24.363, 97, 4427, 8188, 73, 54.39
2026/09/13 05:06:54.434, 98, 4401, 8188, 71, 55.87
2026/09/13 05:07:24.505, 96, 4433, 8188, 72, 56.07
2026/09/13 05:07:54.558, 98, 4435, 8188, 72, 51.42
2026/09/13 05:08:24.617, 97, 4429, 8188, 72, 57.90
2026/09/13 05:08:54.694, 96, 4447, 8188, 72, 54.49
2026/09/13 05:09:24.766, 81, 2307, 8188, 72, 46.24
2026/09/13 05:09:54.817, 96, 4453, 8188, 72, 42.94
2026/09/13 05:10:24.876, 100, 4455, 8188, 72, 55.37
2026/09/13 05:10:54.947, 98, 4431, 8188, 72, 50.64
2026/09/13 05:11:25.000, 99, 4433, 8188, 72, 50.32
2026/09/13 05:11:55.065, 96, 4459, 8188, 72, 56.12
2026/09/13 05:12:25.142, 75, 4461, 8188, 72, 41.93
2026/09/13 05:12:55.211, 96, 4441, 8188, 71, 50.06
2026/09/13 05:13:25.280, 96, 4443, 8188, 72, 59.88
2026/09/13 05:13:55.342, 97, 4433, 8188, 73, 54.79
2026/09/13 05:14:25.402, 88, 4433, 8188, 71, 52.89
2026/09/13 05:14:55.473, 99, 4435, 8188, 72, 50.56
2026/09/13 05:15:25.528, 97, 4447, 8188, 72, 53.63
2026/09/13 05:15:55.590, 97, 4439, 8188, 72, 56.78
2026/09/13 05:16:25.653, 97, 4429, 8188, 72, 52.32
2026/09/13 05:16:55.733, 98, 4429, 8188, 72, 59.45
2026/09/13 05:17:25.781, 96, 4427, 8188, 73, 56.70
2026/09/13 05:17:55.837, 73, 4463, 8188, 70, 52.34
2026/09/13 05:18:25.892, 95, 4463, 8188, 72, 53.55
2026/09/13 05:18:55.944, 0, 273, 8188, 61, 1.62
2026/09/13 05:19:26.003, 0, 273, 8188, 56, 1.63
2026/09/13 05:19:56.074, 97, 3135, 8188, 66, 56.73
2026/09/13 05:20:26.132, 99, 3879, 8188, 67, 45.02
2026/09/13 05:20:56.232, 95, 3879, 8188, 69, 51.34
2026/09/13 05:21:26.309, 83, 3879, 8188, 69, 47.88
2026/09/13 05:21:56.399, 96, 3879, 8188, 70, 51.82
2026/09/13 05:22:26.460, 0, 3879, 8188, 60, 1.52
2026/09/13 05:22:56.530, 100, 3879, 8188, 68, 49.44
2026/09/13 05:23:26.606, 70, 3879, 8188, 70, 51.24
2026/09/13 05:23:56.660, 70, 3879, 8188, 70, 48.42
2026/09/13 05:24:26.725, 80, 3879, 8188, 71, 51.62
2026/09/13 05:24:56.793, 95, 3879, 8188, 70, 48.37
2026/09/13 05:25:26.857, 95, 3879, 8188, 71, 51.46
2026/09/13 05:25:56.932, 98, 3879, 8188, 71, 53.66
2026/09/13 05:26:27.003, 72, 3879, 8188, 71, 49.98
2026/09/13 05:26:57.090, 49, 3879, 8188, 71, 47.38
2026/09/13 05:27:27.154, 95, 3879, 8188, 71, 47.96
2026/09/13 05:27:57.213, 95, 3879, 8188, 72, 56.51
2026/09/13 05:28:27.320, 95, 3879, 8188, 71, 51.48
2026/09/13 05:28:57.407, 99, 3879, 8188, 72, 50.78
2026/09/13 05:29:27.463, 85, 3879, 8188, 72, 48.27
2026/09/13 05:29:57.527, 99, 3879, 8188, 72, 52.35
2026/09/13 05:30:27.580, 86, 3879, 8188, 71, 50.51
2026/09/13 05:30:57.632, 97, 3879, 8188, 72, 53.00
2026/09/13 05:31:27.701, 88, 3879, 8188, 72, 41.97
2026/09/13 05:31:57.756, 98, 3879, 8188, 71, 52.97
2026/09/13 05:32:27.814, 96, 3879, 8188, 71, 46.04
2026/09/13 05:32:57.870, 93, 3879, 8188, 71, 51.21
2026/09/13 05:33:27.936, 95, 3879, 8188, 72, 51.17
2026/09/13 05:33:58.018, 97, 3879, 8188, 72, 53.36
2026/09/13 05:34:28.086, 95, 3879, 8188, 72, 59.76
2026/09/13 05:34:58.152, 83, 3879, 8188, 72, 49.20
2026/09/13 05:35:28.211, 99, 3879, 8188, 71, 52.45
2026/09/13 05:35:58.275, 0, 273, 8188, 61, 1.56
2026/09/13 05:36:28.341, 0, 273, 8188, 55, 1.53
2026/09/13 05:36:58.398, 96, 4701, 8188, 66, 58.38
2026/09/13 05:37:28.463, 95, 4383, 8188, 68, 55.40
2026/09/13 05:37:58.521, 96, 4383, 8188, 70, 56.57
2026/09/13 05:38:28.613, 98, 4431, 8188, 70, 52.46
2026/09/13 05:38:58.678, 95, 4455, 8188, 70, 54.06
2026/09/13 05:39:28.753, 85, 4417, 8188, 71, 55.01
2026/09/13 05:39:58.814, 81, 4417, 8188, 70, 49.41
2026/09/13 05:40:28.867, 99, 4441, 8188, 71, 48.74
2026/09/13 05:40:58.924, 75, 4413, 8188, 70, 37.58
2026/09/13 05:41:29.006, 97, 4413, 8188, 72, 56.86
2026/09/13 05:41:59.067, 98, 4421, 8188, 72, 52.26
2026/09/13 05:42:29.133, 76, 4455, 8188, 72, 55.40
2026/09/13 05:42:59.197, 6, 2353, 8188, 69, 26.23
2026/09/13 05:43:29.262, 97, 4441, 8188, 72, 56.54
2026/09/13 05:43:59.323, 82, 4447, 8188, 71, 53.93
2026/09/13 05:44:29.381, 96, 4455, 8188, 72, 52.90
2026/09/13 05:44:59.446, 95, 4455, 8188, 72, 55.73
2026/09/13 05:45:29.499, 77, 4417, 8188, 72, 48.32
2026/09/13 05:45:59.557, 98, 4421, 8188, 72, 54.00
2026/09/13 05:46:29.634, 73, 4421, 8188, 73, 48.82
2026/09/13 05:46:59.700, 96, 4413, 8188, 71, 49.27
2026/09/13 05:47:29.760, 98, 4421, 8188, 72, 57.97
2026/09/13 05:47:59.822, 98, 4421, 8188, 72, 54.66
2026/09/13 05:48:29.875, 96, 4421, 8188, 72, 55.76
2026/09/13 05:48:59.940, 96, 4455, 8188, 73, 52.99
2026/09/13 05:49:30.023, 96, 4413, 8188, 72, 53.42
2026/09/13 05:50:00.094, 97, 4413, 8188, 72, 58.13
2026/09/13 05:50:30.154, 98, 4421, 8188, 72, 55.66
2026/09/13 05:51:00.217, 96, 4417, 8188, 72, 54.98
2026/09/13 05:51:30.277, 58, 2355, 8188, 70, 35.76
2026/09/13 05:52:00.341, 98, 4441, 8188, 72, 54.43
2026/09/13 05:52:30.431, 97, 4429, 8188, 73, 53.29
2026/09/13 05:53:00.484, 98, 4417, 8188, 72, 53.05
2026/09/13 05:53:30.546, 98, 4417, 8188, 72, 54.01
2026/09/13 05:54:00.614, 97, 4441, 8188, 71, 58.28
2026/09/13 05:54:30.667, 96, 4417, 8188, 71, 54.37
2026/09/13 05:55:00.720, 99, 4417, 8188, 72, 52.99
2026/09/13 05:55:30.780, 98, 4419, 8188, 72, 51.61
2026/09/13 05:56:00.842, 97, 4455, 8188, 72, 54.48
2026/09/13 05:56:30.911, 98, 4421, 8188, 72, 55.09
2026/09/13 05:57:00.971, 97, 4421, 8188, 73, 58.39
2026/09/13 05:57:31.026, 97, 4417, 8188, 72, 51.07
2026/09/13 05:58:01.091, 97, 4413, 8188, 72, 56.89
2026/09/13 05:58:31.150, 92, 4413, 8188, 72, 53.77
2026/09/13 05:59:01.207, 97, 4441, 8188, 71, 50.49
2026/09/13 05:59:31.274, 97, 4417, 8188, 72, 54.25
2026/09/13 06:00:01.333, 96, 4421, 8188, 72, 54.35
2026/09/13 06:00:31.386, 77, 4421, 8188, 70, 52.71
2026/09/13 06:01:01.440, 75, 4447, 8188, 70, 45.88
2026/09/13 06:01:31.545, 0, 611, 8188, 66, 7.97
2026/09/13 06:02:01.605, 0, 273, 8188, 58, 1.53
2026/09/13 06:02:31.669, 82, 3107, 8188, 61, 51.25
2026/09/13 06:03:01.735, 89, 3859, 8188, 66, 48.44
2026/09/13 06:03:31.806, 96, 3859, 8188, 67, 41.90
2026/09/13 06:04:01.875, 99, 3859, 8188, 69, 50.70
2026/09/13 06:04:31.945, 98, 3859, 8188, 70, 45.32
2026/09/13 06:05:02.015, 98, 3859, 8188, 70, 52.37
2026/09/13 06:05:32.089, 94, 3859, 8188, 67, 51.38
2026/09/13 06:06:02.171, 71, 3859, 8188, 69, 49.52
2026/09/13 06:06:32.238, 97, 3859, 8188, 70, 53.53
2026/09/13 06:07:02.303, 98, 3859, 8188, 70, 45.68
2026/09/13 06:07:32.378, 96, 3859, 8188, 70, 53.43
2026/09/13 06:08:02.445, 96, 3859, 8188, 71, 50.50
2026/09/13 06:08:32.516, 94, 3859, 8188, 71, 51.69
2026/09/13 06:09:02.586, 97, 3859, 8188, 71, 53.38
2026/09/13 06:09:32.652, 98, 3859, 8188, 71, 51.99
2026/09/13 06:10:02.729, 71, 3859, 8188, 71, 49.34
2026/09/13 06:10:32.797, 72, 3859, 8188, 72, 50.58
2026/09/13 06:11:02.880, 95, 3859, 8188, 71, 55.11
2026/09/13 06:11:32.956, 75, 3859, 8188, 71, 40.60
2026/09/13 06:12:03.013, 72, 3859, 8188, 71, 48.91
2026/09/13 06:12:33.084, 94, 3859, 8188, 71, 49.21
2026/09/13 06:13:03.143, 97, 3859, 8188, 72, 56.62
2026/09/13 06:13:33.205, 95, 3859, 8188, 72, 51.61
2026/09/13 06:14:03.260, 100, 3859, 8188, 71, 51.48
2026/09/13 06:14:33.328, 83, 3859, 8188, 71, 44.90
2026/09/13 06:15:03.384, 96, 3859, 8188, 72, 48.12
2026/09/13 06:15:33.444, 99, 3859, 8188, 71, 48.06
2026/09/13 06:16:03.505, 77, 3859, 8188, 71, 52.54
2026/09/13 06:16:33.567, 99, 3859, 8188, 72, 51.63
2026/09/13 06:17:03.629, 95, 3859, 8188, 72, 53.25
2026/09/13 06:17:33.697, 97, 3859, 8188, 72, 53.34
2026/09/13 06:18:03.774, 92, 3859, 8188, 72, 44.43
2026/09/13 06:18:33.840, 0, 273, 8188, 62, 1.75
2026/09/13 06:19:03.898, 0, 273, 8188, 56, 1.62
2026/09/13 06:19:33.957, 96, 4689, 8188, 65, 56.33
2026/09/13 06:20:04.020, 69, 4417, 8188, 68, 55.48
2026/09/13 06:20:34.093, 95, 4417, 8188, 69, 58.81
2026/09/13 06:21:04.164, 94, 4441, 8188, 70, 55.40
2026/09/13 06:21:34.223, 99, 4417, 8188, 70, 57.99
2026/09/13 06:22:04.310, 98, 4431, 8188, 69, 53.53
2026/09/13 06:22:34.377, 98, 4431, 8188, 71, 53.74
2026/09/13 06:23:04.442, 97, 4415, 8188, 71, 54.40
2026/09/13 06:23:34.525, 98, 4421, 8188, 72, 56.51
2026/09/13 06:24:04.581, 97, 4421, 8188, 72, 56.69
2026/09/13 06:24:34.655, 98, 4415, 8188, 72, 54.09
2026/09/13 06:25:04.738, 98, 4421, 8188, 71, 56.57
2026/09/13 06:25:34.799, 96, 4381, 8188, 71, 55.06
2026/09/13 06:26:04.868, 97, 4381, 8188, 72, 54.10
2026/09/13 06:26:34.927, 99, 4419, 8188, 72, 50.17
2026/09/13 06:27:04.998, 96, 4435, 8188, 72, 54.31
2026/09/13 06:27:35.067, 95, 4435, 8188, 72, 55.71
2026/09/13 06:28:05.121, 76, 4451, 8188, 72, 42.66
2026/09/13 06:28:35.199, 95, 4449, 8188, 72, 55.60
2026/09/13 06:29:05.282, 97, 4435, 8188, 73, 50.08
2026/09/13 06:29:35.334, 96, 4435, 8188, 73, 55.75
2026/09/13 06:30:05.392, 72, 4423, 8188, 73, 47.33
2026/09/13 06:30:35.459, 96, 4435, 8188, 72, 53.14
2026/09/13 06:31:05.551, 78, 2249, 8188, 72, 33.97
2026/09/13 06:31:35.606, 80, 4427, 8188, 72, 46.74
2026/09/13 06:32:05.667, 97, 4383, 8188, 72, 58.26
2026/09/13 06:32:35.728, 97, 4415, 8188, 73, 57.92
2026/09/13 06:33:05.789, 97, 4415, 8188, 72, 58.25
2026/09/13 06:33:35.851, 97, 4431, 8188, 72, 44.77
2026/09/13 06:34:05.913, 97, 4449, 8188, 73, 53.66
2026/09/13 06:34:35.984, 75, 4435, 8188, 71, 38.53
2026/09/13 06:35:06.043, 96, 4435, 8188, 72, 56.25
2026/09/13 06:35:36.100, 98, 4437, 8188, 73, 53.98
2026/09/13 06:36:06.162, 75, 4433, 8188, 71, 51.24
2026/09/13 06:36:36.232, 95, 4433, 8188, 72, 56.58
2026/09/13 06:37:06.302, 98, 4441, 8188, 73, 57.05
2026/09/13 06:37:36.371, 97, 4443, 8188, 72, 57.67
2026/09/13 06:38:06.428, 97, 4423, 8188, 73, 54.46
2026/09/13 06:38:36.485, 95, 4423, 8188, 72, 53.64
2026/09/13 06:39:06.544, 100, 4415, 8188, 72, 52.10
2026/09/13 06:39:36.609, 98, 4415, 8188, 73, 70.80
2026/09/13 06:40:06.680, 96, 4415, 8188, 72, 58.03
2026/09/13 06:40:36.780, 99, 4449, 8188, 72, 56.27
2026/09/13 06:41:06.850, 98, 4421, 8188, 73, 54.24
2026/09/13 06:41:36.911, 99, 4431, 8188, 72, 53.32
2026/09/13 06:42:06.970, 98, 4431, 8188, 72, 52.97
2026/09/13 06:42:37.023, 96, 4427, 8188, 71, 47.78
2026/09/13 06:43:07.082, 97, 4443, 8188, 72, 60.78
2026/09/13 06:43:37.141, 67, 2271, 8188, 72, 40.88
2026/09/13 06:44:07.193, 0, 271, 8188, 60, 1.55
2026/09/13 06:44:37.246, 0, 1465, 8188, 56, 1.40
2026/09/13 06:45:07.317, 68, 1897, 8188, 65, 36.56
2026/09/13 06:45:37.401, 97, 1897, 8188, 68, 43.98
2026/09/13 06:46:07.460, 0, 273, 8188, 65, 9.21
2026/09/13 06:46:37.518, 0, 1471, 8188, 58, 8.86
2026/09/13 06:47:07.584, 78, 1903, 8188, 62, 35.42
2026/09/13 06:47:37.656, 0, 1903, 8188, 65, 23.13
2026/09/13 06:48:07.723, 0, 273, 8188, 59, 1.62
2026/09/13 06:48:37.772, 0, 1331, 8188, 55, 1.89
2026/09/13 06:49:07.850, 99, 1715, 8188, 65, 46.81
2026/09/13 06:49:37.921, 99, 1715, 8188, 66, 37.69
2026/09/13 06:50:07.997, 42, 419, 8188, 70, 35.84
2026/09/13 06:50:38.074, 97, 1319, 8188, 64, 48.88
2026/09/13 06:51:08.133, 0, 1703, 8188, 58, 23.41
2026/09/13 06:51:38.197, 90, 1703, 8188, 67, 38.82
2026/09/13 06:52:08.257, 91, 1703, 8188, 69, 45.07
2026/09/13 06:52:38.319, 95, 1703, 8188, 70, 44.90
2026/09/13 06:53:08.387, 0, 243, 8188, 65, 2.51
2026/09/13 06:53:38.443, 0, 3695, 8188, 61, 21.40
2026/09/13 06:54:08.505, 96, 4553, 8188, 59, 44.50
2026/09/13 06:54:38.558, 97, 4553, 8188, 65, 45.66
2026/09/13 06:55:08.615, 95, 4553, 8188, 68, 45.90
2026/09/13 06:55:38.675, 0, 241, 8188, 65, 15.11
2026/09/13 06:56:08.739, 0, 3699, 8188, 58, 6.30
2026/09/13 06:56:38.802, 95, 4347, 8188, 61, 50.75
2026/09/13 06:57:08.876, 0, 4347, 8188, 64, 23.70
2026/09/13 06:57:38.954, 99, 4347, 8188, 69, 47.76
2026/09/13 06:58:09.024, 0, 241, 8188, 60, 1.50
2026/09/13 06:58:39.083, 0, 3855, 8188, 56, 1.48
2026/09/13 06:59:09.153, 90, 4143, 8188, 61, 44.30
2026/09/13 06:59:39.207, 38, 4143, 8188, 66, 38.58
2026/09/13 07:00:09.260, 94, 4143, 8188, 68, 44.62
2026/09/13 07:00:39.343, 74, 4143, 8188, 69, 39.35
2026/09/13 07:01:09.414, 0, 239, 8188, 63, 1.73
2026/09/13 07:01:39.467, 0, 3827, 8188, 58, 1.62
2026/09/13 07:02:09.532, 92, 4115, 8188, 61, 59.63
2026/09/13 07:02:39.590, 95, 4115, 8188, 66, 46.32
2026/09/13 07:03:09.647, 95, 4115, 8188, 68, 44.49
2026/09/13 07:03:39.711, 53, 4115, 8188, 67, 36.57
2026/09/13 07:04:09.785, 97, 4115, 8188, 70, 47.69
2026/09/13 07:04:39.845, 0, 265, 8188, 65, 4.68
2026/09/13 07:05:09.938, 0, 867, 8188, 58, 3.67
2026/09/13 07:05:40.002, 96, 1155, 8188, 68, 43.69
2026/09/13 07:06:10.060, 0, 275, 8188, 64, 6.03
2026/09/13 07:06:40.122, 0, 275, 8188, 57, 1.62
