left,right,reason,dhash_distance,correlation
train_295,train_296,adjacent_correlated,3,0.9927523136138916
train_298,train_299,dhash_2,2,0.9392672181129456
train_302,train_411,dhash_1,1,-1.0
train_302,train_471,dhash_2,2,-1.0
train_304,train_348,dhash_2,2,-1.0
train_304,train_376,dhash_2,2,-1.0
train_304,train_444,dhash_2,2,-1.0
train_304,train_445,dhash_2,2,-1.0
train_304,train_447,dhash_2,2,-1.0
train_306,train_324,dhash_2,2,-1.0
train_306,train_327,dhash_2,2,-1.0
train_306,train_366,dhash_2,2,-1.0
train_306,train_373,dhash_1,1,-1.0
train_306,train_413,dhash_0,0,-1.0
train_306,train_424,dhash_0,0,-1.0
train_306,train_426,dhash_2,2,-1.0
train_306,train_433,dhash_1,1,-1.0
train_306,train_443,dhash_2,2,-1.0
train_306,train_444,dhash_1,1,-1.0
train_306,train_446,dhash_0,0,-1.0
train_306,train_447,dhash_1,1,-1.0
train_306,train_483,dhash_1,1,-1.0
train_306,train_486,dhash_1,1,-1.0
train_307,train_356,dhash_2,2,-1.0
train_307,train_425,dhash_2,2,-1.0
train_307,train_445,dhash_2,2,-1.0
train_310,train_428,dhash_2,2,-1.0
train_321,train_342,dhash_2,2,-1.0
train_321,train_362,dhash_1,1,-1.0
train_321,train_421,dhash_2,2,-1.0
train_321,train_422,dhash_2,2,-1.0
train_322,train_332,dhash_2,2,-1.0
train_323,train_324,dhash_1,1,0.9900379180908203
train_323,train_325,dhash_1,1,0.9809080362319946
train_323,train_326,dhash_0,0,-1.0
train_323,train_327,dhash_1,1,-1.0
train_323,train_333,dhash_2,2,-1.0
train_323,train_334,dhash_2,2,-1.0
train_323,train_335,dhash_0,0,-1.0
train_323,train_336,dhash_2,2,-1.0
train_323,train_337,dhash_0,0,-1.0
train_323,train_347,dhash_2,2,-1.0
train_323,train_348,dhash_2,2,-1.0
train_323,train_355,dhash_0,0,-1.0
train_323,train_358,dhash_0,0,-1.0
train_323,train_364,dhash_2,2,-1.0
train_323,train_368,dhash_2,2,-1.0
train_323,train_384,dhash_1,1,-1.0
train_323,train_385,dhash_0,0,-1.0
train_323,train_386,dhash_0,0,-1.0
train_323,train_397,dhash_2,2,-1.0
train_323,train_414,dhash_0,0,-1.0
train_323,train_415,dhash_0,0,-1.0
train_323,train_416,dhash_2,2,-1.0
train_323,train_425,dhash_2,2,-1.0
train_323,train_427,dhash_0,0,-1.0
train_323,train_433,dhash_2,2,-1.0
train_323,train_434,dhash_0,0,-1.0
train_323,train_435,dhash_1,1,-1.0
train_323,train_436,dhash_0,0,-1.0
train_323,train_437,dhash_0,0,-1.0
train_323,train_444,dhash_2,2,-1.0
train_323,train_445,dhash_2,2,-1.0
train_323,train_447,dhash_2,2,-1.0
train_323,train_463,dhash_2,2,-1.0
train_323,train_465,dhash_1,1,-1.0
train_323,train_467,dhash_0,0,-1.0
train_323,train_485,dhash_2,2,-1.0
train_323,train_487,dhash_2,2,-1.0
train_323,train_491,dhash_2,2,-1.0
train_323,train_492,dhash_2,2,-1.0
train_324,train_325,dhash_2,2,0.9817739725112915
train_324,train_326,dhash_1,1,0.9907483458518982
train_324,train_327,dhash_0,0,-1.0
train_324,train_333,dhash_1,1,-1.0
train_324,train_335,dhash_1,1,-1.0
train_324,train_336,dhash_1,1,-1.0
train_324,train_337,dhash_1,1,-1.0
train_324,train_348,dhash_1,1,-1.0
train_324,train_355,dhash_1,1,-1.0
train_324,train_358,dhash_1,1,-1.0
train_324,train_384,dhash_2,2,-1.0
train_324,train_385,dhash_1,1,-1.0
train_324,train_386,dhash_1,1,-1.0
train_324,train_397,dhash_1,1,-1.0
train_324,train_413,dhash_2,2,-1.0
train_324,train_414,dhash_1,1,-1.0
train_324,train_415,dhash_1,1,-1.0
train_324,train_424,dhash_2,2,-1.0
train_324,train_427,dhash_1,1,-1.0
train_324,train_434,dhash_1,1,-1.0
train_324,train_435,dhash_2,2,-1.0
train_324,train_436,dhash_1,1,-1.0
train_324,train_437,dhash_1,1,-1.0
train_324,train_443,dhash_2,2,-1.0
train_324,train_444,dhash_1,1,-1.0
train_324,train_445,dhash_1,1,-1.0
train_324,train_446,dhash_2,2,-1.0
train_324,train_447,dhash_1,1,-1.0
train_324,train_465,dhash_2,2,-1.0
train_324,train_467,dhash_1,1,-1.0
train_325,train_326,dhash_1,1,0.9790080785751343
train_325,train_327,dhash_2,2,0.9969056844711304
train_325,train_333,dhash_1,1,-1.0
train_325,train_334,dhash_1,1,-1.0
train_325,train_335,dhash_1,1,-1.0
train_325,train_337,dhash_1,1,-1.0
train_325,train_347,dhash_1,1,-1.0
train_325,train_355,dhash_1,1,-1.0
train_325,train_358,dhash_1,1,-1.0
train_325,train_384,dhash_2,2,-1.0
train_325,train_385,dhash_1,1,-1.0
train_325,train_386,dhash_1,1,-1.0
train_325,train_414,dhash_1,1,-1.0
train_325,train_415,dhash_1,1,-1.0
train_325,train_427,dhash_1,1,-1.0
train_325,train_434,dhash_1,1,-1.0
train_325,train_435,dhash_2,2,-1.0
train_325,train_436,dhash_1,1,-1.0
train_325,train_437,dhash_1,1,-1.0
train_325,train_464,dhash_2,2,-1.0
train_325,train_465,dhash_2,2,-1.0
train_325,train_467,dhash_1,1,-1.0
train_325,train_491,dhash_1,1,-1.0
train_325,train_492,dhash_1,1,-1.0
train_326,train_327,dhash_1,1,0.9753053784370422
train_326,train_333,dhash_2,2,-1.0
train_326,train_334,dhash_2,2,-1.0
train_326,train_335,dhash_0,0,-1.0
train_326,train_336,dhash_2,2,-1.0
train_326,train_337,dhash_0,0,-1.0
train_326,train_347,dhash_2,2,-1.0
train_326,train_348,dhash_2,2,-1.0
train_326,train_355,dhash_0,0,-1.0
train_326,train_358,dhash_0,0,-1.0
train_326,train_364,dhash_2,2,-1.0
train_326,train_368,dhash_2,2,-1.0
train_326,train_384,dhash_1,1,-1.0
train_326,train_385,dhash_0,0,-1.0
train_326,train_386,dhash_0,0,-1.0
train_326,train_397,dhash_2,2,-1.0
train_326,train_414,dhash_0,0,-1.0
train_326,train_415,dhash_0,0,-1.0
train_326,train_416,dhash_2,2,-1.0
train_326,train_425,dhash_2,2,-1.0
train_326,train_427,dhash_0,0,-1.0
train_326,train_433,dhash_2,2,-1.0
train_326,train_434,dhash_0,0,-1.0
train_326,train_435,dhash_1,1,-1.0
train_326,train_436,dhash_0,0,-1.0
train_326,train_437,dhash_0,0,-1.0
train_326,train_444,dhash_2,2,-1.0
train_326,train_445,dhash_2,2,-1.0
train_326,train_447,dhash_2,2,-1.0
train_326,train_463,dhash_2,2,-1.0
train_326,train_465,dhash_1,1,-1.0
train_326,train_467,dhash_0,0,-1.0
train_326,train_485,dhash_2,2,-1.0
train_326,train_487,dhash_2,2,-1.0
train_326,train_491,dhash_2,2,-1.0
train_326,train_492,dhash_2,2,-1.0
train_327,train_333,dhash_1,1,-1.0
train_327,train_335,dhash_1,1,-1.0
train_327,train_336,dhash_1,1,-1.0
train_327,train_337,dhash_1,1,-1.0
train_327,train_348,dhash_1,1,-1.0
train_327,train_355,dhash_1,1,-1.0
train_327,train_358,dhash_1,1,-1.0
train_327,train_384,dhash_2,2,-1.0
train_327,train_385,dhash_1,1,-1.0
train_327,train_386,dhash_1,1,-1.0
train_327,train_397,dhash_1,1,-1.0
train_327,train_413,dhash_2,2,-1.0
train_327,train_414,dhash_1,1,-1.0
train_327,train_415,dhash_1,1,-1.0
train_327,train_424,dhash_2,2,-1.0
train_327,train_427,dhash_1,1,-1.0
train_327,train_434,dhash_1,1,-1.0
train_327,train_435,dhash_2,2,-1.0
train_327,train_436,dhash_1,1,-1.0
train_327,train_437,dhash_1,1,-1.0
train_327,train_443,dhash_2,2,-1.0
train_327,train_444,dhash_1,1,-1.0
train_327,train_445,dhash_1,1,-1.0
train_327,train_446,dhash_2,2,-1.0
train_327,train_447,dhash_1,1,-1.0
train_327,train_465,dhash_2,2,-1.0
train_327,train_467,dhash_1,1,-1.0
train_329,train_330,adjacent_correlated,6,0.9909404516220093
train_330,train_388,dhash_2,2,-1.0
train_330,train_389,dhash_2,2,-1.0
train_332,train_411,dhash_2,2,-1.0
train_332,train_412,dhash_2,2,-1.0
train_332,train_451,dhash_2,2,-1.0
train_332,train_471,dhash_1,1,-1.0
train_333,train_334,dhash_2,2,0.9824396371841431
train_333,train_335,dhash_2,2,0.9764189720153809
train_333,train_336,dhash_2,2,-1.0
train_333,train_337,dhash_2,2,-1.0
train_333,train_347,dhash_2,2,-1.0
train_333,train_348,dhash_2,2,-1.0
train_333,train_355,dhash_2,2,-1.0
train_333,train_358,dhash_2,2,-1.0
train_333,train_385,dhash_2,2,-1.0
train_333,train_386,dhash_2,2,-1.0
train_333,train_397,dhash_2,2,-1.0
train_333,train_414,dhash_2,2,-1.0
train_333,train_415,dhash_2,2,-1.0
train_333,train_427,dhash_2,2,-1.0
train_333,train_434,dhash_2,2,-1.0
train_333,train_436,dhash_2,2,-1.0
train_333,train_437,dhash_2,2,-1.0
train_333,train_444,dhash_2,2,-1.0
train_333,train_445,dhash_2,2,-1.0
train_333,train_447,dhash_2,2,-1.0
train_333,train_467,dhash_2,2,-1.0
train_333,train_491,dhash_2,2,-1.0
train_333,train_492,dhash_2,2,-1.0
train_334,train_335,dhash_2,2,0.9741467237472534
train_334,train_337,dhash_2,2,-1.0
train_334,train_347,dhash_2,2,-1.0
train_334,train_355,dhash_2,2,-1.0
train_334,train_358,dhash_2,2,-1.0
train_334,train_385,dhash_2,2,-1.0
train_334,train_386,dhash_2,2,-1.0
train_334,train_414,dhash_2,2,-1.0
train_334,train_415,dhash_2,2,-1.0
train_334,train_427,dhash_2,2,-1.0
train_334,train_434,dhash_2,2,-1.0
train_334,train_436,dhash_2,2,-1.0
train_334,train_437,dhash_2,2,-1.0
train_334,train_467,dhash_2,2,-1.0
train_334,train_491,dhash_2,2,-1.0
train_334,train_492,dhash_2,2,-1.0
train_335,train_336,dhash_2,2,0.986091673374176
train_335,train_337,dhash_0,0,0.9716836214065552
train_335,train_347,dhash_2,2,-1.0
train_335,train_348,dhash_2,2,-1.0
train_335,train_355,dhash_0,0,-1.0
train_335,train_358,dhash_0,0,-1.0
train_335,train_364,dhash_2,2,-1.0
train_335,train_368,dhash_2,2,-1.0
train_335,train_384,dhash_1,1,-1.0
train_335,train_385,dhash_0,0,-1.0
train_335,train_386,dhash_0,0,-1.0
train_335,train_397,dhash_2,2,-1.0
train_335,train_414,dhash_0,0,-1.0
train_335,train_415,dhash_0,0,-1.0
train_335,train_416,dhash_2,2,-1.0
train_335,train_425,dhash_2,2,-1.0
train_335,train_427,dhash_0,0,-1.0
train_335,train_433,dhash_2,2,-1.0
train_335,train_434,dhash_0,0,-1.0
train_335,train_435,dhash_1,1,-1.0
train_335,train_436,dhash_0,0,-1.0
train_335,train_437,dhash_0,0,-1.0
train_335,train_444,dhash_2,2,-1.0
train_335,train_445,dhash_2,2,-1.0
train_335,train_447,dhash_2,2,-1.0
train_335,train_463,dhash_2,2,-1.0
train_335,train_465,dhash_1,1,-1.0
train_335,train_467,dhash_0,0,-1.0
train_335,train_485,dhash_2,2,-1.0
train_335,train_487,dhash_2,2,-1.0
train_335,train_491,dhash_2,2,-1.0
train_335,train_492,dhash_2,2,-1.0
train_336,train_337,dhash_2,2,0.9726306200027466
train_336,train_348,dhash_2,2,-1.0
train_336,train_355,dhash_2,2,-1.0
train_336,train_358,dhash_2,2,-1.0
train_336,train_385,dhash_2,2,-1.0
train_336,train_386,dhash_2,2,-1.0
train_336,train_397,dhash_2,2,-1.0
train_336,train_414,dhash_2,2,-1.0
train_336,train_415,dhash_2,2,-1.0
train_336,train_427,dhash_2,2,-1.0
train_336,train_434,dhash_2,2,-1.0
train_336,train_436,dhash_2,2,-1.0
train_336,train_437,dhash_2,2,-1.0
train_336,train_444,dhash_2,2,-1.0
train_336,train_445,dhash_2,2,-1.0
train_336,train_447,dhash_2,2,-1.0
train_336,train_467,dhash_2,2,-1.0
train_337,train_347,dhash_2,2,-1.0
train_337,train_348,dhash_2,2,-1.0
train_337,train_355,dhash_0,0,-1.0
train_337,train_358,dhash_0,0,-1.0
train_337,train_364,dhash_2,2,-1.0
train_337,train_368,dhash_2,2,-1.0
train_337,train_384,dhash_1,1,-1.0
train_337,train_385,dhash_0,0,-1.0
train_337,train_386,dhash_0,0,-1.0
train_337,train_397,dhash_2,2,-1.0
train_337,train_414,dhash_0,0,-1.0
train_337,train_415,dhash_0,0,-1.0
train_337,train_416,dhash_2,2,-1.0
train_337,train_425,dhash_2,2,-1.0
train_337,train_427,dhash_0,0,-1.0
train_337,train_433,dhash_2,2,-1.0
train_337,train_434,dhash_0,0,-1.0
train_337,train_435,dhash_1,1,-1.0
train_337,train_436,dhash_0,0,-1.0
train_337,train_437,dhash_0,0,-1.0
train_337,train_444,dhash_2,2,-1.0
train_337,train_445,dhash_2,2,-1.0
train_337,train_447,dhash_2,2,-1.0
train_337,train_463,dhash_2,2,-1.0
train_337,train_465,dhash_1,1,-1.0
train_337,train_467,dhash_0,0,-1.0
train_337,train_485,dhash_2,2,-1.0
train_337,train_487,dhash_2,2,-1.0
train_337,train_491,dhash_2,2,-1.0
train_337,train_492,dhash_2,2,-1.0
train_341,train_469,dhash_2,2,-1.0
train_344,train_493,dhash_2,2,-1.0
train_347,train_355,dhash_2,2,-1.0
train_347,train_358,dhash_2,2,-1.0
train_347,train_385,dhash_2,2,-1.0
train_347,train_386,dhash_2,2,-1.0
train_347,train_414,dhash_2,2,-1.0
train_347,train_415,dhash_2,2,-1.0
train_347,train_427,dhash_2,2,-1.0
train_347,train_434,dhash_2,2,-1.0
train_347,train_436,dhash_2,2,-1.0
train_347,train_437,dhash_2,2,-1.0
train_347,train_467,dhash_2,2,-1.0
train_347,train_491,dhash_2,2,-1.0
train_347,train_492,dhash_0,0,-1.0
train_348,train_355,dhash_2,2,-1.0
train_348,train_358,dhash_2,2,-1.0
train_348,train_385,dhash_2,2,-1.0
train_348,train_386,dhash_2,2,-1.0
train_348,train_397,dhash_2,2,-1.0
train_348,train_414,dhash_2,2,-1.0
train_348,train_415,dhash_2,2,-1.0
train_348,train_416,dhash_2,2,-1.0
train_348,train_427,dhash_2,2,-1.0
train_348,train_434,dhash_2,2,-1.0
train_348,train_436,dhash_2,2,-1.0
train_348,train_437,dhash_2,2,-1.0
train_348,train_444,dhash_2,2,-1.0
train_348,train_445,dhash_2,2,-1.0
train_348,train_447,dhash_2,2,-1.0
train_348,train_467,dhash_2,2,-1.0
train_353,train_421,dhash_2,2,-1.0
train_355,train_358,dhash_0,0,-1.0
train_355,train_364,dhash_2,2,-1.0
train_355,train_368,dhash_2,2,-1.0
train_355,train_384,dhash_1,1,-1.0
train_355,train_385,dhash_0,0,-1.0
train_355,train_386,dhash_0,0,-1.0
train_355,train_397,dhash_2,2,-1.0
train_355,train_414,dhash_0,0,-1.0
train_355,train_415,dhash_0,0,-1.0
train_355,train_416,dhash_2,2,-1.0
train_355,train_425,dhash_2,2,-1.0
train_355,train_427,dhash_0,0,-1.0
train_355,train_433,dhash_2,2,-1.0
train_355,train_434,dhash_0,0,-1.0
train_355,train_435,dhash_1,1,-1.0
train_355,train_436,dhash_0,0,-1.0
train_355,train_437,dhash_0,0,-1.0
train_355,train_444,dhash_2,2,-1.0
train_355,train_445,dhash_2,2,-1.0
train_355,train_447,dhash_2,2,-1.0
train_355,train_463,dhash_2,2,-1.0
train_355,train_465,dhash_1,1,-1.0
train_355,train_467,dhash_0,0,-1.0
train_355,train_485,dhash_2,2,-1.0
train_355,train_487,dhash_2,2,-1.0
train_355,train_491,dhash_2,2,-1.0
train_355,train_492,dhash_2,2,-1.0
train_356,train_445,dhash_2,2,-1.0
train_357,train_387,dhash_2,2,-1.0
train_357,train_395,dhash_2,2,-1.0
train_357,train_466,dhash_2,2,-1.0
train_357,train_475,dhash_1,1,-1.0
train_358,train_364,dhash_2,2,-1.0
train_358,train_368,dhash_2,2,-1.0
train_358,train_384,dhash_1,1,-1.0
train_358,train_385,dhash_0,0,-1.0
train_358,train_386,dhash_0,0,-1.0
train_358,train_397,dhash_2,2,-1.0
train_358,train_414,dhash_0,0,-1.0
train_358,train_415,dhash_0,0,-1.0
train_358,train_416,dhash_2,2,-1.0
train_358,train_425,dhash_2,2,-1.0
train_358,train_427,dhash_0,0,-1.0
train_358,train_433,dhash_2,2,-1.0
train_358,train_434,dhash_0,0,-1.0
train_358,train_435,dhash_1,1,-1.0
train_358,train_436,dhash_0,0,-1.0
train_358,train_437,dhash_0,0,-1.0
train_358,train_444,dhash_2,2,-1.0
train_358,train_445,dhash_2,2,-1.0
train_358,train_447,dhash_2,2,-1.0
train_358,train_463,dhash_2,2,-1.0
train_358,train_465,dhash_1,1,-1.0
train_358,train_467,dhash_0,0,-1.0
train_358,train_485,dhash_2,2,-1.0
train_358,train_487,dhash_2,2,-1.0
train_358,train_491,dhash_2,2,-1.0
train_358,train_492,dhash_2,2,-1.0
train_362,train_471,dhash_2,2,-1.0
train_364,train_373,dhash_2,2,-1.0
train_364,train_385,dhash_2,2,-1.0
train_364,train_386,dhash_2,2,-1.0
train_364,train_414,dhash_2,2,-1.0
train_364,train_415,dhash_2,2,-1.0
train_364,train_427,dhash_2,2,-1.0
train_364,train_433,dhash_2,2,-1.0
train_364,train_434,dhash_2,2,-1.0
train_364,train_436,dhash_2,2,-1.0
train_364,train_437,dhash_2,2,-1.0
train_364,train_444,dhash_2,2,-1.0
train_364,train_447,dhash_2,2,-1.0
train_364,train_467,dhash_2,2,-1.0
train_364,train_487,dhash_2,2,-1.0
train_365,train_433,dhash_2,2,-1.0
train_366,train_413,dhash_2,2,-1.0
train_366,train_424,dhash_2,2,-1.0
train_366,train_426,dhash_2,2,-1.0
train_366,train_433,dhash_1,1,-1.0
train_366,train_446,dhash_2,2,-1.0
train_366,train_486,dhash_1,1,-1.0
train_367,train_376,dhash_2,2,-1.0
train_368,train_385,dhash_2,2,-1.0
train_368,train_386,dhash_2,2,-1.0
train_368,train_414,dhash_2,2,-1.0
train_368,train_415,dhash_2,2,-1.0
train_368,train_425,dhash_2,2,-1.0
train_368,train_427,dhash_2,2,-1.0
train_368,train_433,dhash_2,2,-1.0
train_368,train_434,dhash_2,2,-1.0
train_368,train_436,dhash_2,2,-1.0
train_368,train_437,dhash_2,2,-1.0
train_368,train_463,dhash_2,2,-1.0
train_368,train_465,dhash_1,1,-1.0
train_368,train_467,dhash_2,2,-1.0
train_368,train_483,dhash_2,2,-1.0
train_368,train_485,dhash_0,0,-1.0
train_368,train_491,dhash_2,2,-1.0
train_369,train_420,dhash_2,2,-1.0
train_372,train_411,dhash_2,2,-1.0
train_373,train_413,dhash_1,1,-1.0
train_373,train_424,dhash_1,1,-1.0
train_373,train_433,dhash_2,2,-1.0
train_373,train_444,dhash_2,2,-1.0
train_373,train_446,dhash_1,1,-1.0
train_373,train_447,dhash_2,2,-1.0
train_373,train_483,dhash_2,2,-1.0
train_373,train_484,dhash_2,2,-1.0
train_373,train_486,dhash_2,2,-1.0
train_374,train_483,dhash_2,2,-1.0
train_376,train_396,dhash_2,2,-1.0
train_376,train_444,dhash_2,2,-1.0
train_376,train_445,dhash_2,2,-1.0
train_376,train_447,dhash_2,2,-1.0
train_384,train_385,dhash_1,1,0.9926530122756958
train_384,train_386,dhash_1,1,0.9687157869338989
train_384,train_394,dhash_2,2,-1.0
train_384,train_414,dhash_1,1,-1.0
train_384,train_415,dhash_1,1,-1.0
train_384,train_427,dhash_1,1,-1.0
train_384,train_434,dhash_1,1,-1.0
train_384,train_435,dhash_2,2,-1.0
train_384,train_436,dhash_1,1,-1.0
train_384,train_437,dhash_1,1,-1.0
train_384,train_465,dhash_2,2,-1.0
train_384,train_467,dhash_1,1,-1.0
train_385,train_386,dhash_0,0,0.9777172803878784
train_385,train_387,adjacent_correlated,3,0.9869878888130188
train_385,train_397,dhash_2,2,-1.0
train_385,train_414,dhash_0,0,-1.0
train_385,train_415,dhash_0,0,-1.0
train_385,train_416,dhash_2,2,-1.0
train_385,train_425,dhash_2,2,-1.0
train_385,train_427,dhash_0,0,-1.0
train_385,train_433,dhash_2,2,-1.0
train_385,train_434,dhash_0,0,-1.0
train_385,train_435,dhash_1,1,-1.0
train_385,train_436,dhash_0,0,-1.0
train_385,train_437,dhash_0,0,-1.0
train_385,train_444,dhash_2,2,-1.0
train_385,train_445,dhash_2,2,-1.0
train_385,train_447,dhash_2,2,-1.0
train_385,train_463,dhash_2,2,-1.0
train_385,train_465,dhash_1,1,-1.0
train_385,train_467,dhash_0,0,-1.0
train_385,train_485,dhash_2,2,-1.0
train_385,train_487,dhash_2,2,-1.0
train_385,train_491,dhash_2,2,-1.0
train_385,train_492,dhash_2,2,-1.0
train_386,train_397,dhash_2,2,-1.0
train_386,train_414,dhash_0,0,-1.0
train_386,train_415,dhash_0,0,-1.0
train_386,train_416,dhash_2,2,-1.0
train_386,train_425,dhash_2,2,-1.0
train_386,train_427,dhash_0,0,-1.0
train_386,train_433,dhash_2,2,-1.0
train_386,train_434,dhash_0,0,-1.0
train_386,train_435,dhash_1,1,-1.0
train_386,train_436,dhash_0,0,-1.0
train_386,train_437,dhash_0,0,-1.0
train_386,train_444,dhash_2,2,-1.0
train_386,train_445,dhash_2,2,-1.0
train_386,train_447,dhash_2,2,-1.0
train_386,train_463,dhash_2,2,-1.0
train_386,train_465,dhash_1,1,-1.0
train_386,train_467,dhash_0,0,-1.0
train_386,train_485,dhash_2,2,-1.0
train_386,train_487,dhash_2,2,-1.0
train_386,train_491,dhash_2,2,-1.0
train_386,train_492,dhash_2,2,-1.0
train_387,train_477,dhash_2,2,-1.0
train_388,train_469,dhash_2,2,-1.0
train_389,train_398,dhash_2,2,-1.0
train_389,train_400,dhash_2,2,-1.0
train_389,train_418,dhash_1,1,-1.0
train_393,train_417,dhash_2,2,-1.0
train_393,train_475,dhash_2,2,-1.0
train_394,train_396,adjacent_correlated,3,0.9854283332824707
train_394,train_457,dhash_1,1,-1.0
train_395,train_466,dhash_2,2,-1.0
train_396,train_397,adjacent_correlated,4,0.9856811761856079
train_396,train_444,dhash_2,2,-1.0
train_396,train_447,dhash_2,2,-1.0
train_397,train_414,dhash_2,2,-1.0
train_397,train_415,dhash_2,2,-1.0
train_397,train_427,dhash_2,2,-1.0
train_397,train_434,dhash_2,2,-1.0
train_397,train_436,dhash_2,2,-1.0
train_397,train_437,dhash_2,2,-1.0
train_397,train_444,dhash_2,2,-1.0
train_397,train_445,dhash_2,2,-1.0
train_397,train_447,dhash_2,2,-1.0
train_397,train_467,dhash_2,2,-1.0
train_403,train_404,dhash_1,1,0.9838131666183472
train_404,train_405,dhash_2,2,0.9728450775146484
train_406,train_407,adjacent_correlated,4,0.9897180199623108
train_411,train_412,dhash_2,2,0.9761008620262146
train_411,train_451,dhash_2,2,-1.0
train_411,train_471,dhash_1,1,-1.0
train_412,train_422,dhash_2,2,-1.0
train_412,train_442,dhash_2,2,-1.0
train_412,train_451,dhash_2,2,-1.0
train_412,train_471,dhash_1,1,-1.0
train_412,train_472,dhash_2,2,-1.0
train_413,train_424,dhash_0,0,-1.0
train_413,train_426,dhash_2,2,-1.0
train_413,train_433,dhash_1,1,-1.0
train_413,train_443,dhash_2,2,-1.0
train_413,train_444,dhash_1,1,-1.0
train_413,train_446,dhash_0,0,-1.0
train_413,train_447,dhash_1,1,-1.0
train_413,train_483,dhash_1,1,-1.0
train_413,train_486,dhash_1,1,-1.0
train_414,train_415,dhash_0,0,0.9930607080459595
train_414,train_416,dhash_2,2,0.9900319576263428
train_414,train_425,dhash_2,2,-1.0
train_414,train_427,dhash_0,0,-1.0
train_414,train_433,dhash_2,2,-1.0
train_414,train_434,dhash_0,0,-1.0
train_414,train_435,dhash_1,1,-1.0
train_414,train_436,dhash_0,0,-1.0
train_414,train_437,dhash_0,0,-1.0
train_414,train_444,dhash_2,2,-1.0
train_414,train_445,dhash_2,2,-1.0
train_414,train_447,dhash_2,2,-1.0
train_414,train_463,dhash_2,2,-1.0
train_414,train_465,dhash_1,1,-1.0
train_414,train_467,dhash_0,0,-1.0
train_414,train_485,dhash_2,2,-1.0
train_414,train_487,dhash_2,2,-1.0
train_414,train_491,dhash_2,2,-1.0
train_414,train_492,dhash_2,2,-1.0
train_415,train_416,dhash_2,2,0.9934176206588745
train_415,train_425,dhash_2,2,-1.0
train_415,train_427,dhash_0,0,-1.0
train_415,train_433,dhash_2,2,-1.0
train_415,train_434,dhash_0,0,-1.0
train_415,train_435,dhash_1,1,-1.0
train_415,train_436,dhash_0,0,-1.0
train_415,train_437,dhash_0,0,-1.0
train_415,train_444,dhash_2,2,-1.0
train_415,train_445,dhash_2,2,-1.0
train_415,train_447,dhash_2,2,-1.0
train_415,train_463,dhash_2,2,-1.0
train_415,train_465,dhash_1,1,-1.0
train_415,train_467,dhash_0,0,-1.0
train_415,train_485,dhash_2,2,-1.0
train_415,train_487,dhash_2,2,-1.0
train_415,train_491,dhash_2,2,-1.0
train_415,train_492,dhash_2,2,-1.0
train_416,train_417,adjacent_correlated,4,0.9863446950912476
train_416,train_427,dhash_2,2,-1.0
train_416,train_434,dhash_2,2,-1.0
train_416,train_436,dhash_2,2,-1.0
train_416,train_437,dhash_2,2,-1.0
train_416,train_467,dhash_2,2,-1.0
train_420,train_428,dhash_2,2,-1.0
train_422,train_472,dhash_2,2,-1.0
train_422,train_488,dhash_2,2,-1.0
train_424,train_425,adjacent_correlated,3,0.9870352149009705
train_424,train_426,dhash_2,2,0.9837772846221924
train_424,train_433,dhash_1,1,-1.0
train_424,train_443,dhash_2,2,-1.0
train_424,train_444,dhash_1,1,-1.0
train_424,train_446,dhash_0,0,-1.0
train_424,train_447,dhash_1,1,-1.0
train_424,train_483,dhash_1,1,-1.0
train_424,train_486,dhash_1,1,-1.0
train_425,train_426,dhash_1,1,0.9797977209091187
train_425,train_427,dhash_2,2,0.99796462059021
train_425,train_433,dhash_2,2,-1.0
train_425,train_434,dhash_2,2,-1.0
train_425,train_436,dhash_2,2,-1.0
train_425,train_437,dhash_2,2,-1.0
train_425,train_445,dhash_2,2,-1.0
train_425,train_467,dhash_2,2,-1.0
train_425,train_485,dhash_2,2,-1.0
train_425,train_491,dhash_2,2,-1.0
train_426,train_433,dhash_1,1,-1.0
train_426,train_446,dhash_2,2,-1.0
train_427,train_433,dhash_2,2,-1.0
train_427,train_434,dhash_0,0,-1.0
train_427,train_435,dhash_1,1,-1.0
train_427,train_436,dhash_0,0,-1.0
train_427,train_437,dhash_0,0,-1.0
train_427,train_444,dhash_2,2,-1.0
train_427,train_445,dhash_2,2,-1.0
train_427,train_447,dhash_2,2,-1.0
train_427,train_463,dhash_2,2,-1.0
train_427,train_465,dhash_1,1,-1.0
train_427,train_467,dhash_0,0,-1.0
train_427,train_485,dhash_2,2,-1.0
train_427,train_487,dhash_2,2,-1.0
train_427,train_491,dhash_2,2,-1.0
train_427,train_492,dhash_2,2,-1.0
train_429,train_430,dhash_1,1,0.9717061519622803
train_433,train_434,dhash_2,2,-1.0
train_433,train_436,dhash_2,2,-1.0
train_433,train_437,dhash_2,2,-1.0
train_433,train_444,dhash_2,2,-1.0
train_433,train_446,dhash_1,1,-1.0
train_433,train_447,dhash_2,2,-1.0
train_433,train_467,dhash_2,2,-1.0
train_433,train_483,dhash_2,2,-1.0
train_433,train_485,dhash_2,2,-1.0
train_433,train_486,dhash_2,2,-1.0
train_433,train_487,dhash_2,2,-1.0
train_433,train_491,dhash_2,2,-1.0
train_434,train_435,dhash_1,1,0.9717184901237488
train_434,train_436,dhash_0,0,0.9747151732444763
train_434,train_437,dhash_0,0,-1.0
train_434,train_444,dhash_2,2,-1.0
train_434,train_445,dhash_2,2,-1.0
